k,diag_k
371,5.00000000000000222e-01
372,5.00000000000000222e-01
373,5.00000000000000222e-01
374,5.00000000000000222e-01
375,5.00000000000000222e-01
376,5.00000000000000222e-01
377,5.00000000000000222e-01
378,5.00000000000000222e-01
379,5.00000000000000222e-01
380,5.00000000000000222e-01
381,5.00000000000000222e-01
382,5.00000000000000222e-01
383,5.00000000000000222e-01
384,5.00000000000000222e-01
385,5.00000000000000222e-01
386,5.00000000000000222e-01
387,5.00000000000000222e-01
388,5.00000000000000222e-01
389,5.00000000000000222e-01
390,5.00000000000000222e-01
391,5.00000000000000222e-01
392,5.00000000000000222e-01
393,5.00000000000000222e-01
394,5.00000000000000222e-01
395,5.00000000000000222e-01
396,5.00000000000000222e-01
397,5.00000000000000222e-01
398,5.00000000000000222e-01
399,-8.32667268468867405e-17
400,-8.32667268468867405e-17
401,-8.32667268468867405e-17
402,-8.32667268468867405e-17
403,-8.32667268468867405e-17
404,-8.32667268468867405e-17
405,-8.32667268468867405e-17
406,-8.32667268468867405e-17
407,-8.32667268468867405e-17
408,-8.32667268468867405e-17
409,-8.32667268468867405e-17
410,-8.32667268468867405e-17
411,-8.32667268468867405e-17
412,-8.32667268468867405e-17
413,-8.32667268468867405e-17
414,-8.32667268468867405e-17
415,-8.32667268468867405e-17
416,-8.32667268468867405e-17
417,-8.32667268468867405e-17
418,-8.32667268468867405e-17
419,-8.32667268468867405e-17
420,-8.32667268468867405e-17
421,-8.32667268468867405e-17
422,-8.32667268468867405e-17
423,-8.32667268468867405e-17
424,-8.32667268468867405e-17
425,-8.32667268468867405e-17
426,-8.32667268468867405e-17
427,-8.32667268468867405e-17
428,-8.32667268468867405e-17
429,-8.32667268468867405e-17
430,-8.32667268468867405e-17
431,-8.32667268468867405e-17
432,-8.32667268468867405e-17
433,-8.32667268468867405e-17
434,-8.32667268468867405e-17
435,-8.32667268468867405e-17
436,-8.32667268468867405e-17
437,-8.32667268468867405e-17
438,-8.32667268468867405e-17
439,-8.32667268468867405e-17
440,-8.32667268468867405e-17
441,-8.32667268468867405e-17
442,-8.32667268468867405e-17
443,-8.32667268468867405e-17
444,-8.32667268468867405e-17
445,-8.32667268468867405e-17
446,-8.32667268468867405e-17
447,-8.32667268468867405e-17
448,-8.32667268468867405e-17
449,-8.32667268468867405e-17
450,-8.32667268468867405e-17
451,-8.32667268468867405e-17
452,-8.32667268468867405e-17
453,-8.32667268468867405e-17
454,-8.32667268468867405e-17
455,5.00000000000000222e-01
456,5.00000000000000222e-01
457,5.00000000000000222e-01
458,5.00000000000000222e-01
459,-2.08166817117216851e-16
460,-2.08166817117216851e-16
461,-2.08166817117216851e-16
462,-2.08166817117216851e-16
463,-2.08166817117216851e-16
464,-2.08166817117216851e-16
465,-2.08166817117216851e-16
466,-2.08166817117216851e-16
467,5.00000000000000222e-01
468,5.00000000000000000e-01
469,5.00000000000000000e-01
470,-1.66533453693773481e-16
471,-1.66533453693773481e-16
472,-1.66533453693773481e-16
473,-1.66533453693773481e-16
474,-1.66533453693773481e-16
475,-1.66533453693773481e-16
476,-1.66533453693773481e-16
477,-1.66533453693773481e-16
478,5.00000000000000000e-01
479,5.00000000000000000e-01
480,-1.66533453693773481e-16
481,-1.66533453693773481e-16
482,-1.66533453693773481e-16
483,-1.66533453693773481e-16
484,-1.66533453693773481e-16
485,-1.66533453693773481e-16
486,-1.66533453693773481e-16
487,-1.66533453693773481e-16
488,5.00000000000000222e-01
489,-1.66533453693773481e-16
490,-1.66533453693773481e-16
491,-1.66533453693773481e-16
492,-1.66533453693773481e-16
493,-1.66533453693773481e-16
494,-1.66533453693773481e-16
495,-1.66533453693773481e-16
496,-1.66533453693773481e-16
497,-1.66533453693773481e-16
498,-1.66533453693773481e-16
499,-1.66533453693773481e-16
500,-1.66533453693773481e-16
501,-1.66533453693773481e-16
502,-1.66533453693773481e-16
503,-1.66533453693773481e-16
504,-1.66533453693773481e-16
505,5.00000000000000222e-01
506,5.00000000000000222e-01
507,5.00000000000000222e-01
508,5.00000000000000222e-01
509,5.00000000000000222e-01
510,5.00000000000000222e-01
511,5.00000000000000222e-01
512,5.00000000000000222e-01
513,5.00000000000000222e-01
514,5.00000000000000222e-01
515,5.00000000000000222e-01
516,5.00000000000000222e-01
517,5.00000000000000222e-01
518,5.00000000000000222e-01
519,5.00000000000000222e-01
520,5.00000000000000222e-01
521,5.00000000000000222e-01
522,5.00000000000000222e-01
523,5.00000000000000222e-01
524,5.00000000000000222e-01
525,5.00000000000000222e-01
526,5.00000000000000222e-01
527,5.00000000000000222e-01
528,5.00000000000000222e-01
529,5.00000000000000222e-01
530,5.00000000000000222e-01
531,5.00000000000000222e-01
532,5.00000000000000222e-01
533,5.00000000000000222e-01
534,5.00000000000000111e-01
535,5.00000000000000111e-01
536,-1.66533453693773481e-16
537,-1.66533453693773481e-16
538,-1.66533453693773481e-16
539,-1.66533453693773481e-16
540,-1.66533453693773481e-16
541,-1.66533453693773481e-16
542,-1.66533453693773481e-16
543,-1.66533453693773481e-16
544,5.00000000000000111e-01
545,5.00000000000000111e-01
546,-1.66533453693773481e-16
547,-1.66533453693773481e-16
548,-1.66533453693773481e-16
549,-1.66533453693773481e-16
550,-1.66533453693773481e-16
551,-1.66533453693773481e-16
552,-1.66533453693773481e-16
553,-1.66533453693773481e-16
554,5.00000000000000222e-01
555,-1.66533453693773481e-16
556,-1.66533453693773481e-16
557,-1.66533453693773481e-16
558,-1.66533453693773481e-16
559,-1.66533453693773481e-16
560,-1.66533453693773481e-16
561,-1.66533453693773481e-16
562,-1.66533453693773481e-16
563,-1.66533453693773481e-16
564,-1.66533453693773481e-16
565,-1.66533453693773481e-16
566,-1.66533453693773481e-16
567,-1.66533453693773481e-16
568,-1.66533453693773481e-16
569,-1.66533453693773481e-16
570,-1.66533453693773481e-16
571,5.00000000000000222e-01
572,5.00000000000000222e-01
573,5.00000000000000222e-01
574,5.00000000000000222e-01
575,5.00000000000000222e-01
576,5.00000000000000222e-01
577,5.00000000000000222e-01
578,5.00000000000000222e-01
579,5.00000000000000222e-01
580,5.00000000000000222e-01
581,5.00000000000000222e-01
582,5.00000000000000222e-01
583,5.00000000000000222e-01
584,5.00000000000000222e-01
585,5.00000000000000222e-01
586,5.00000000000000222e-01
587,5.00000000000000222e-01
588,5.00000000000000222e-01
589,5.00000000000000222e-01
590,5.00000000000000222e-01
591,5.00000000000000222e-01
592,5.00000000000000222e-01
593,5.00000000000000222e-01
594,5.00000000000000222e-01
595,5.00000000000000222e-01
596,5.00000000000000222e-01
597,5.00000000000000222e-01
598,5.00000000000000222e-01
599,5.00000000000000222e-01
600,5.00000000000000222e-01
601,-2.08166817117216851e-16
602,-2.08166817117216851e-16
603,-2.08166817117216851e-16
604,-2.08166817117216851e-16
605,-2.08166817117216851e-16
606,-2.08166817117216851e-16
607,-2.08166817117216851e-16
608,-2.08166817117216851e-16
609,5.00000000000000222e-01
610,-1.66533453693773481e-16
611,-1.66533453693773481e-16
612,-1.66533453693773481e-16
613,-1.66533453693773481e-16
614,-1.66533453693773481e-16
615,-1.66533453693773481e-16
616,-1.66533453693773481e-16
617,-1.66533453693773481e-16
618,-1.66533453693773481e-16
619,-1.66533453693773481e-16
620,-1.66533453693773481e-16
621,-1.66533453693773481e-16
622,-1.66533453693773481e-16
623,-1.66533453693773481e-16
624,-1.66533453693773481e-16
625,-1.66533453693773481e-16
626,5.00000000000000222e-01
627,5.00000000000000222e-01
628,5.00000000000000222e-01
629,5.00000000000000222e-01
630,5.00000000000000222e-01
631,5.00000000000000222e-01
632,5.00000000000000222e-01
633,5.00000000000000222e-01
634,5.00000000000000222e-01
635,5.00000000000000222e-01
636,5.00000000000000222e-01
637,5.00000000000000222e-01
638,5.00000000000000222e-01
639,5.00000000000000222e-01
640,5.00000000000000222e-01
641,5.00000000000000222e-01
642,5.00000000000000222e-01
643,5.00000000000000222e-01
644,5.00000000000000222e-01
645,5.00000000000000222e-01
646,5.00000000000000222e-01
647,5.00000000000000222e-01
648,5.00000000000000222e-01
649,5.00000000000000222e-01
650,5.00000000000000222e-01
651,5.00000000000000222e-01
652,5.00000000000000222e-01
653,5.00000000000000222e-01
654,5.00000000000000222e-01
655,-1.66533453693773481e-16
656,-1.66533453693773481e-16
657,-1.66533453693773481e-16
658,-1.66533453693773481e-16
659,-1.66533453693773481e-16
660,-1.66533453693773481e-16
661,-1.66533453693773481e-16
662,-1.66533453693773481e-16
663,-1.66533453693773481e-16
664,-1.66533453693773481e-16
665,-1.66533453693773481e-16
666,-1.66533453693773481e-16
667,-1.66533453693773481e-16
668,-1.66533453693773481e-16
669,-1.66533453693773481e-16
670,-1.66533453693773481e-16
671,5.00000000000000222e-01
672,5.00000000000000222e-01
673,5.00000000000000222e-01
674,5.00000000000000222e-01
675,5.00000000000000222e-01
676,5.00000000000000222e-01
677,5.00000000000000222e-01
678,5.00000000000000222e-01
679,5.00000000000000222e-01
680,5.00000000000000222e-01
681,5.00000000000000222e-01
682,5.00000000000000222e-01
683,5.00000000000000222e-01
684,5.00000000000000222e-01
685,5.00000000000000222e-01
686,5.00000000000000222e-01
687,5.00000000000000222e-01
688,5.00000000000000222e-01
689,5.00000000000000222e-01
690,5.00000000000000222e-01
691,5.00000000000000222e-01
692,5.00000000000000222e-01
693,5.00000000000000222e-01
694,5.00000000000000222e-01
695,5.00000000000000222e-01
696,5.00000000000000222e-01
697,5.00000000000000222e-01
698,5.00000000000000222e-01
699,-2.08166817117216851e-16
700,-2.08166817117216851e-16
701,-2.08166817117216851e-16
702,-2.08166817117216851e-16
703,-2.08166817117216851e-16
704,-2.08166817117216851e-16
705,-2.08166817117216851e-16
706,-2.08166817117216851e-16
707,5.00000000000000222e-01
708,5.00000000000000222e-01
709,5.00000000000000222e-01
710,5.00000000000000222e-01
711,5.00000000000000222e-01
712,5.00000000000000222e-01
713,5.00000000000000222e-01
714,5.00000000000000222e-01
715,5.00000000000000222e-01
716,5.00000000000000222e-01
717,5.00000000000000222e-01
718,5.00000000000000222e-01
719,5.00000000000000222e-01
720,5.00000000000000222e-01
721,5.00000000000000222e-01
722,5.00000000000000222e-01
723,5.00000000000000222e-01
724,5.00000000000000222e-01
725,5.00000000000000222e-01
726,5.00000000000000222e-01
727,5.00000000000000222e-01
728,5.00000000000000222e-01
729,5.00000000000000222e-01
730,5.00000000000000222e-01
731,5.00000000000000222e-01
732,5.00000000000000222e-01
733,5.00000000000000222e-01
734,5.00000000000000222e-01
735,5.00000000000000222e-01
736,5.00000000000000222e-01
737,5.00000000000000222e-01
738,5.00000000000000222e-01
739,5.00000000000000222e-01
740,5.00000000000000222e-01
741,5.00000000000000222e-01
742,5.00000000000000222e-01
743,5.00000000000000222e-01
744,5.00000000000000222e-01
745,5.00000000000000222e-01
746,5.00000000000000222e-01
747,5.00000000000000222e-01
748,5.00000000000000222e-01
749,5.00000000000000222e-01
750,5.00000000000000222e-01
751,5.00000000000000222e-01
752,5.00000000000000222e-01
753,5.00000000000000222e-01
754,5.00000000000000222e-01
755,5.00000000000000222e-01
756,5.00000000000000222e-01
757,5.00000000000000222e-01
758,5.00000000000000222e-01
759,5.00000000000000222e-01
760,5.00000000000000222e-01
761,5.00000000000000222e-01
762,5.00000000000000222e-01
763,-8.32667268468867405e-17
764,-8.32667268468867405e-17
765,-8.32667268468867405e-17
766,-8.32667268468867405e-17
767,-8.32667268468867405e-17
768,-8.32667268468867405e-17
769,-8.32667268468867405e-17
770,-8.32667268468867405e-17
771,-8.32667268468867405e-17
772,-8.32667268468867405e-17
773,-8.32667268468867405e-17
774,-8.32667268468867405e-17
775,-8.32667268468867405e-17
776,-8.32667268468867405e-17
777,-8.32667268468867405e-17
778,-8.32667268468867405e-17
779,-8.32667268468867405e-17
780,-8.32667268468867405e-17
781,-8.32667268468867405e-17
782,-8.32667268468867405e-17
783,-8.32667268468867405e-17
784,-8.32667268468867405e-17
785,-8.32667268468867405e-17
786,-8.32667268468867405e-17
787,-8.32667268468867405e-17
788,-8.32667268468867405e-17
789,-8.32667268468867405e-17
790,-8.32667268468867405e-17
791,-8.32667268468867405e-17
792,-8.32667268468867405e-17
793,-8.32667268468867405e-17
794,-8.32667268468867405e-17
795,-8.32667268468867405e-17
796,-8.32667268468867405e-17
797,-8.32667268468867405e-17
798,-8.32667268468867405e-17
799,-8.32667268468867405e-17
800,-8.32667268468867405e-17
801,-8.32667268468867405e-17
802,-8.32667268468867405e-17
803,-8.32667268468867405e-17
804,-8.32667268468867405e-17
805,-8.32667268468867405e-17
806,-8.32667268468867405e-17
807,-8.32667268468867405e-17
808,-8.32667268468867405e-17
809,-8.32667268468867405e-17
810,-8.32667268468867405e-17
811,-8.32667268468867405e-17
812,-8.32667268468867405e-17
813,-8.32667268468867405e-17
814,-8.32667268468867405e-17
815,-8.32667268468867405e-17
816,-8.32667268468867405e-17
817,-8.32667268468867405e-17
818,-8.32667268468867405e-17
819,1.00000000000000044e+00
820,5.00000000000000222e-01
821,5.00000000000000222e-01
822,-2.08166817117216851e-16
823,-2.08166817117216851e-16
824,-2.08166817117216851e-16
825,-2.08166817117216851e-16
826,-2.08166817117216851e-16
827,-2.08166817117216851e-16
828,-2.08166817117216851e-16
829,-2.08166817117216851e-16
830,5.00000000000000222e-01
831,5.00000000000000222e-01
832,-2.08166817117216851e-16
833,-2.08166817117216851e-16
834,-2.08166817117216851e-16
835,-2.08166817117216851e-16
836,-2.08166817117216851e-16
837,-2.08166817117216851e-16
838,-2.08166817117216851e-16
839,-2.08166817117216851e-16
840,1.00000000000000044e+00
841,-2.08166817117216851e-16
842,-2.08166817117216851e-16
843,-2.08166817117216851e-16
844,-2.08166817117216851e-16
845,-2.08166817117216851e-16
846,-2.08166817117216851e-16
847,-2.08166817117216851e-16
848,-2.08166817117216851e-16
849,-2.08166817117216851e-16
850,-2.08166817117216851e-16
851,-2.08166817117216851e-16
852,-2.08166817117216851e-16
853,-2.08166817117216851e-16
854,-2.08166817117216851e-16
855,-2.08166817117216851e-16
856,-2.08166817117216851e-16
857,1.00000000000000044e+00
858,1.00000000000000044e+00
859,1.00000000000000044e+00
860,1.00000000000000044e+00
861,1.00000000000000044e+00
862,1.00000000000000044e+00
863,1.00000000000000044e+00
864,1.00000000000000044e+00
865,1.00000000000000044e+00
866,1.00000000000000044e+00
867,1.00000000000000044e+00
868,1.00000000000000044e+00
869,1.00000000000000044e+00
870,1.00000000000000044e+00
871,1.00000000000000044e+00
872,1.00000000000000044e+00
873,1.00000000000000044e+00
874,1.00000000000000044e+00
875,1.00000000000000044e+00
876,1.00000000000000044e+00
877,1.00000000000000044e+00
878,1.00000000000000044e+00
879,1.00000000000000044e+00
880,1.00000000000000044e+00
881,1.00000000000000044e+00
882,1.00000000000000044e+00
883,1.00000000000000044e+00
884,1.00000000000000044e+00
885,5.00000000000000222e-01
886,5.00000000000000222e-01
887,-2.08166817117216851e-16
888,-2.08166817117216851e-16
889,-2.08166817117216851e-16
890,-2.08166817117216851e-16
891,-2.08166817117216851e-16
892,-2.08166817117216851e-16
893,-2.08166817117216851e-16
894,-2.08166817117216851e-16
895,5.00000000000000222e-01
896,-1.66533453693773481e-16
897,-1.66533453693773481e-16
898,-1.66533453693773481e-16
899,-1.66533453693773481e-16
900,-1.66533453693773481e-16
901,-1.66533453693773481e-16
902,-1.66533453693773481e-16
903,-1.66533453693773481e-16
904,-1.66533453693773481e-16
905,-1.66533453693773481e-16
906,-1.66533453693773481e-16
907,-1.66533453693773481e-16
908,-1.66533453693773481e-16
909,-1.66533453693773481e-16
910,-1.66533453693773481e-16
911,-1.66533453693773481e-16
912,5.00000000000000222e-01
913,5.00000000000000222e-01
914,5.00000000000000222e-01
915,5.00000000000000222e-01
916,5.00000000000000222e-01
917,5.00000000000000222e-01
918,5.00000000000000222e-01
919,5.00000000000000222e-01
920,5.00000000000000222e-01
921,5.00000000000000222e-01
922,5.00000000000000222e-01
923,5.00000000000000222e-01
924,5.00000000000000222e-01
925,5.00000000000000222e-01
926,5.00000000000000222e-01
927,5.00000000000000222e-01
928,5.00000000000000222e-01
929,5.00000000000000222e-01
930,5.00000000000000222e-01
931,5.00000000000000222e-01
932,5.00000000000000222e-01
933,5.00000000000000222e-01
934,5.00000000000000222e-01
935,5.00000000000000222e-01
936,5.00000000000000222e-01
937,5.00000000000000222e-01
938,5.00000000000000222e-01
939,5.00000000000000222e-01
940,5.00000000000000222e-01
941,-1.66533453693773481e-16
942,-1.66533453693773481e-16
943,-1.66533453693773481e-16
944,-1.66533453693773481e-16
945,-1.66533453693773481e-16
946,-1.66533453693773481e-16
947,-1.66533453693773481e-16
948,-1.66533453693773481e-16
949,-1.66533453693773481e-16
950,-1.66533453693773481e-16
951,-1.66533453693773481e-16
952,-1.66533453693773481e-16
953,-1.66533453693773481e-16
954,-1.66533453693773481e-16
955,-1.66533453693773481e-16
956,-1.66533453693773481e-16
957,5.00000000000000222e-01
958,5.00000000000000222e-01
959,5.00000000000000222e-01
960,5.00000000000000222e-01
961,5.00000000000000222e-01
962,5.00000000000000222e-01
963,5.00000000000000222e-01
964,5.00000000000000222e-01
