A,B,row,col,re,im
2,4,27,54,0.5,0.0
2,4,28,124,-0.5,0.0
2,4,29,58,0.5,0.0
2,4,30,15,-0.5,0.0
2,4,31,127,-0.5,0.0
2,4,32,64,-0.5,0.0
2,4,33,66,0.5,0.0
2,4,34,17,-0.5,0.0
2,4,35,67,-0.5,0.0
2,4,36,105,-0.5,0.0
2,4,37,69,-0.5,0.0
2,4,38,70,-0.5,0.0
2,4,39,78,0.5,0.0
2,4,40,85,-0.5,0.0
2,4,41,73,-0.5,0.0
2,4,42,74,-0.5,0.0
2,4,43,86,0.5,0.0
2,4,44,76,-0.5,0.0
2,4,45,90,0.5,0.0
2,4,46,23,-0.5,0.0
2,4,47,79,-0.5,0.0
2,4,48,75,-0.5,0.0
2,4,49,81,-0.5,0.0
2,4,50,82,-0.5,0.0
2,4,51,102,0.5,0.0
2,4,52,84,-0.5,0.0
2,4,53,106,0.5,0.0
2,4,54,27,-0.5,0.0
2,4,55,87,-0.5,0.0
2,4,56,88,-0.5,0.0
2,4,57,114,0.5,0.0
2,4,58,29,-0.5,0.0
2,4,59,91,-0.5,0.0
2,4,60,111,-0.5,0.0
2,4,61,93,-0.5,0.0
2,4,62,94,-0.5,0.0
2,4,63,126,0.5,0.0
2,4,64,32,0.5,0.0
2,4,65,0,0.5,0.0
2,4,66,33,-0.5,0.0
2,4,67,35,0.5,0.0
2,4,68,113,-0.5,0.0
2,4,69,37,0.5,0.0
2,4,70,38,0.5,0.0
2,4,71,96,0.5,0.0
2,4,72,89,-0.5,0.0
2,4,73,41,0.5,0.0
2,4,74,42,0.5,0.0
2,4,75,48,0.5,0.0
2,4,76,44,0.5,0.0
2,4,77,80,0.5,0.0
2,4,78,39,-0.5,0.0
2,4,79,47,0.5,0.0
2,4,80,77,-0.5,0.0
2,4,81,49,0.5,0.0
2,4,82,50,0.5,0.0
2,4,83,24,0.5,0.0
2,4,84,52,0.5,0.0
2,4,85,40,0.5,0.0
2,4,86,43,-0.5,0.0
2,4,87,55,0.5,0.0
2,4,88,56,0.5,0.0
2,4,89,72,0.5,0.0
2,4,90,45,-0.5,0.0
2,4,91,59,0.5,0.0
2,4,92,119,-0.5,0.0
2,4,93,61,0.5,0.0
2,4,94,62,0.5,0.0
2,4,95,120,0.5,0.0
2,4,96,71,-0.5,0.0
2,4,97,1,0.5,0.0
2,4,98,2,0.5,0.0
2,4,99,12,0.5,0.0
2,4,100,4,0.5,0.0
2,4,101,20,0.5,0.0
2,4,102,51,-0.5,0.0
2,4,103,7,0.5,0.0
2,4,104,8,0.5,0.0
2,4,105,36,0.5,0.0
2,4,106,53,-0.5,0.0
2,4,107,11,0.5,0.0
2,4,108,123,-0.5,0.0
2,4,109,13,0.5,0.0
2,4,110,14,0.5,0.0
2,4,111,60,0.5,0.0
2,4,112,16,0.5,0.0
2,4,113,68,0.5,0.0
2,4,114,57,-0.5,0.0
2,4,115,19,0.5,0.0
2,4,116,125,-0.5,0.0
2,4,117,21,0.5,0.0
2,4,118,22,0.5,0.0
2,4,119,92,0.5,0.0
2,4,120,95,-0.5,0.0
2,4,121,25,0.5,0.0
2,4,122,26,0.5,0.0
2,4,123,108,0.5,0.0
2,4,124,28,0.5,0.0
2,4,125,116,0.5,0.0
2,4,126,63,-0.5,0.0
2,4,127,31,0.5,0.0
2,5,0,65,0.0,0.5
2,5,1,97,0.0,0.5
2,5,2,98,0.0,0.5
2,5,3,6,0.0,-0.5
2,5,4,100,0.0,0.5
2,5,5,10,0.0,-0.5
2,5,6,3,0.0,-0.5
2,5,7,103,0.0,0.5
2,5,8,104,0.0,0.5
2,5,9,18,0.0,-0.5
2,5,10,5,0.0,-0.5
2,5,11,107,0.0,0.5
2,5,12,99,0.0,0.5
2,5,13,109,0.0,0.5
2,5,14,110,0.0,0.5
2,5,15,30,0.0,-0.5
2,5,16,112,0.0,0.5
2,5,17,34,0.0,-0.5
2,5,18,9,0.0,-0.5
2,5,19,115,0.0,0.5
2,5,20,101,0.0,0.5
2,5,21,117,0.0,0.5
2,5,22,118,0.0,0.5
2,5,23,46,0.0,-0.5
2,5,24,83,0.0,0.5
2,5,25,121,0.0,0.5
2,5,26,122,0.0,0.5
2,5,27,54,0.0,-0.5
2,5,28,124,0.0,0.5
2,5,29,58,0.0,-0.5
2,5,30,15,0.0,-0.5
2,5,31,127,0.0,0.5
2,5,32,64,0.0,-0.5
2,5,33,66,0.0,-0.5
2,5,34,17,0.0,-0.5
2,5,35,67,0.0,-0.5
2,5,36,105,0.0,0.5
2,5,37,69,0.0,-0.5
2,5,38,70,0.0,-0.5
2,5,39,78,0.0,-0.5
2,5,40,85,0.0,0.5
2,5,41,73,0.0,-0.5
2,5,42,74,0.0,-0.5
2,5,43,86,0.0,-0.5
2,5,44,76,0.0,-0.5
2,5,45,90,0.0,-0.5
2,5,46,23,0.0,-0.5
2,5,47,79,0.0,-0.5
2,5,48,75,0.0,0.5
2,5,49,81,0.0,-0.5
2,5,50,82,0.0,-0.5
2,5,51,102,0.0,-0.5
2,5,52,84,0.0,-0.5
2,5,53,106,0.0,-0.5
2,5,54,27,0.0,-0.5
2,5,55,87,0.0,-0.5
2,5,56,88,0.0,-0.5
2,5,57,114,0.0,-0.5
2,5,58,29,0.0,-0.5
2,5,59,91,0.0,-0.5
2,5,60,111,0.0,0.5
2,5,61,93,0.0,-0.5
2,5,62,94,0.0,-0.5
2,5,63,126,0.0,-0.5
2,5,64,32,0.0,-0.5
2,5,65,0,0.0,0.5
2,5,66,33,0.0,-0.5
2,5,67,35,0.0,-0.5
2,5,68,113,0.0,0.5
2,5,69,37,0.0,-0.5
2,5,70,38,0.0,-0.5
2,5,71,96,0.0,0.5
2,5,72,89,0.0,0.5
2,5,73,41,0.0,-0.5
2,5,74,42,0.0,-0.5
2,5,75,48,0.0,0.5
2,5,76,44,0.0,-0.5
2,5,77,80,0.0,0.5
2,5,78,39,0.0,-0.5
2,5,79,47,0.0,-0.5
2,5,80,77,0.0,0.5
2,5,81,49,0.0,-0.5
2,5,82,50,0.0,-0.5
2,5,83,24,0.0,0.5
2,5,84,52,0.0,-0.5
2,5,85,40,0.0,0.5
2,5,86,43,0.0,-0.5
2,5,87,55,0.0,-0.5
2,5,88,56,0.0,-0.5
2,5,89,72,0.0,0.5
2,5,90,45,0.0,-0.5
2,5,91,59,0.0,-0.5
2,5,92,119,0.0,0.5
2,5,93,61,0.0,-0.5
2,5,94,62,0.0,-0.5
2,5,95,120,0.0,0.5
2,5,96,71,0.0,0.5
2,5,97,1,0.0,0.5
2,5,98,2,0.0,0.5
2,5,99,12,0.0,0.5
2,5,100,4,0.0,0.5
2,5,101,20,0.0,0.5
2,5,102,51,0.0,-0.5
2,5,103,7,0.0,0.5
2,5,104,8,0.0,0.5
2,5,105,36,0.0,0.5
2,5,106,53,0.0,-0.5
2,5,107,11,0.0,0.5
2,5,108,123,0.0,0.5
2,5,109,13,0.0,0.5
2,5,110,14,0.0,0.5
2,5,111,60,0.0,0.5
2,5,112,16,0.0,0.5
2,5,113,68,0.0,0.5
2,5,114,57,0.0,-0.5
2,5,115,19,0.0,0.5
2,5,116,125,0.0,0.5
2,5,117,21,0.0,0.5
2,5,118,22,0.0,0.5
2,5,119,92,0.0,0.5
2,5,120,95,0.0,0.5
2,5,121,25,0.0,0.5
2,5,122,26,0.0,0.5
2,5,123,108,0.0,0.5
2,5,124,28,0.0,0.5
2,5,125,116,0.0,0.5
2,5,126,63,0.0,-0.5
2,5,127,31,0.0,0.5
2,6,0,33,-0.5,0.0
2,6,1,81,-0.5,0.0
2,6,2,82,-0.5,0.0
2,6,3,12,0.5,0.0
2,6,4,84,-0.5,0.0
2,6,5,20,0.5,0.0
2,6,6,99,0.5,0.0
2,6,7,87,-0.5,0.0
2,6,8,88,-0.5,0.0
2,6,9,36,0.5,0.0
2,6,10,101,0.5,0.0
2,6,11,91,-0.5,0.0
2,6,12,3,-0.5,0.0
2,6,13,93,-0.5,0.0
2,6,14,94,-0.5,0.0
2,6,15,60,0.5,0.0
2,6,16,64,-0.5,0.0
2,6,17,68,0.5,0.0
2,6,18,105,0.5,0.0
2,6,19,67,-0.5,0.0
2,6,20,5,-0.5,0.0
2,6,21,69,-0.5,0.0
2,6,22,70,-0.5,0.0
2,6,23,92,0.5,0.0
2,6,24,51,-0.5,0.0
2,6,25,73,-0.5,0.0
2,6,26,74,-0.5,0.0
2,6,27,108,0.5,0.0
2,6,28,76,-0.5,0.0
2,6,29,116,0.5,0.0
2,6,30,111,0.5,0.0
2,6,31,79,-0.5,0.0
2,6,32,112,0.5,0.0
2,6,33,0,0.5,0.0
2,6,34,113,0.5,0.0
2,6,35,115,0.5,0.0
2,6,36,9,-0.5,0.0
2,6,37,117,0.5,0.0
2,6,38,118,0.5,0.0
2,6,39,96,0.5,0.0
2,6,40,53,-0.5,0.0
2,6,41,121,0.5,0.0
2,6,42,122,0.5,0.0
2,6,43,48,0.5,0.0
2,6,44,124,0.5,0.0
2,6,45,80,0.5,0.0
2,6,46,119,0.5,0.0
2,6,47,127,0.5,0.0
2,6,48,43,-0.5,0.0
2,6,49,97,0.5,0.0
2,6,50,98,0.5,0.0
2,6,51,24,0.5,0.0
2,6,52,100,0.5,0.0
2,6,53,40,0.5,0.0
2,6,54,123,0.5,0.0
2,6,55,103,0.5,0.0
2,6,56,104,0.5,0.0
2,6,57,72,0.5,0.0
2,6,58,125,0.5,0.0
2,6,59,107,0.5,0.0
2,6,60,15,-0.5,0.0
2,6,61,109,0.5,0.0
2,6,62,110,0.5,0.0
2,6,63,120,0.5,0.0
2,6,64,16,0.5,0.0
2,6,65,66,-0.5,0.0
2,6,66,65,0.5,0.0
2,6,67,19,0.5,0.0
2,6,68,17,-0.5,0.0
2,6,69,21,0.5,0.0
2,6,70,22,0.5,0.0
2,6,71,78,-0.5,0.0
2,6,72,57,-0.5,0.0
2,6,73,25,0.5,0.0
2,6,74,26,0.5,0.0
2,6,75,86,-0.5,0.0
2,6,76,28,0.5,0.0
2,6,77,90,-0.5,0.0
2,6,78,71,0.5,0.0
2,6,79,31,0.5,0.0
2,6,80,45,-0.5,0.0
2,6,81,1,0.5,0.0
2,6,82,2,0.5,0.0
2,6,83,102,-0.5,0.0
2,6,84,4,0.5,0.0
2,6,85,106,-0.5,0.0
2,6,86,75,0.5,0.0
2,6,87,7,0.5,0.0
2,6,88,8,0.5,0.0
2,6,89,114,-0.5,0.0
2,6,90,77,0.5,0.0
2,6,91,11,0.5,0.0
2,6,92,23,-0.5,0.0
2,6,93,13,0.5,0.0
2,6,94,14,0.5,0.0
2,6,95,126,-0.5,0.0
2,6,96,39,-0.5,0.0
2,6,97,49,-0.5,0.0
2,6,98,50,-0.5,0.0
2,6,99,6,-0.5,0.0
2,6,100,52,-0.5,0.0
2,6,101,10,-0.5,0.0
2,6,102,83,0.5,0.0
2,6,103,55,-0.5,0.0
2,6,104,56,-0.5,0.0
2,6,105,18,-0.5,0.0
2,6,106,85,0.5,0.0
2,6,107,59,-0.5,0.0
2,6,108,27,-0.5,0.0
2,6,109,61,-0.5,0.0
2,6,110,62,-0.5,0.0
2,6,111,30,-0.5,0.0
2,6,112,32,-0.5,0.0
2,6,113,34,-0.5,0.0
2,6,114,89,0.5,0.0
2,6,115,35,-0.5,0.0
2,6,116,29,-0.5,0.0
2,6,117,37,-0.5,0.0
2,6,118,38,-0.5,0.0
2,6,119,46,-0.5,0.0
2,6,120,63,-0.5,0.0
2,6,121,41,-0.5,0.0
2,6,122,42,-0.5,0.0
2,6,123,54,-0.5,0.0
2,6,124,44,-0.5,0.0
2,6,125,58,-0.5,0.0
2,6,126,95,0.5,0.0
2,6,127,47,-0.5,0.0
2,7,0,33,0.0,0.5
2,7,1,81,0.0,0.5
2,7,2,82,0.0,0.5
2,7,3,12,0.0,-0.5
2,7,4,84,0.0,0.5
2,7,5,20,0.0,-0.5
2,7,6,99,0.0,-0.5
2,7,7,87,0.0,0.5
2,7,8,88,0.0,0.5
2,7,9,36,0.0,-0.5
2,7,10,101,0.0,-0.5
2,7,11,91,0.0,0.5
2,7,12,3,0.0,-0.5
2,7,13,93,0.0,0.5
2,7,14,94,0.0,0.5
2,7,15,60,0.0,-0.5
2,7,16,64,0.0,-0.5
2,7,17,68,0.0,-0.5
2,7,18,105,0.0,-0.5
2,7,19,67,0.0,-0.5
2,7,20,5,0.0,-0.5
2,7,21,69,0.0,-0.5
2,7,22,70,0.0,-0.5
2,7,23,92,0.0,-0.5
2,7,24,51,0.0,0.5
2,7,25,73,0.0,-0.5
2,7,26,74,0.0,-0.5
2,7,27,108,0.0,-0.5
2,7,28,76,0.0,-0.5
2,7,29,116,0.0,-0.5
2,7,30,111,0.0,-0.5
2,7,31,79,0.0,-0.5
2,7,32,112,0.0,-0.5
2,7,33,0,0.0,0.5
2,7,34,113,0.0,-0.5
2,7,35,115,0.0,-0.5
2,7,36,9,0.0,-0.5
2,7,37,117,0.0,-0.5
2,7,38,118,0.0,-0.5
2,7,39,96,0.0,0.5
2,7,40,53,0.0,0.5
2,7,41,121,0.0,-0.5
2,7,42,122,0.0,-0.5
2,7,43,48,0.0,0.5
2,7,44,124,0.0,-0.5
2,7,45,80,0.0,0.5
2,7,46,119,0.0,-0.5
2,7,47,127,0.0,-0.5
2,7,48,43,0.0,0.5
2,7,49,97,0.0,0.5
2,7,50,98,0.0,0.5
2,7,51,24,0.0,0.5
2,7,52,100,0.0,0.5
2,7,53,40,0.0,0.5
2,7,54,123,0.0,-0.5
2,7,55,103,0.0,0.5
2,7,56,104,0.0,0.5
2,7,57,72,0.0,0.5
2,7,58,125,0.0,-0.5
2,7,59,107,0.0,0.5
2,7,60,15,0.0,-0.5
2,7,61,109,0.0,0.5
2,7,62,110,0.0,0.5
2,7,63,120,0.0,0.5
2,7,64,16,0.0,-0.5
2,7,65,66,0.0,0.5
2,7,66,65,0.0,0.5
2,7,67,19,0.0,-0.5
2,7,68,17,0.0,-0.5
2,7,69,21,0.0,-0.5
2,7,70,22,0.0,-0.5
2,7,71,78,0.0,0.5
2,7,72,57,0.0,0.5
2,7,73,25,0.0,-0.5
2,7,74,26,0.0,-0.5
2,7,75,86,0.0,0.5
2,7,76,28,0.0,-0.5
2,7,77,90,0.0,0.5
2,7,78,71,0.0,0.5
2,7,79,31,0.0,-0.5
2,7,80,45,0.0,0.5
2,7,81,1,0.0,0.5
2,7,82,2,0.0,0.5
2,7,83,102,0.0,0.5
2,7,84,4,0.0,0.5
2,7,85,106,0.0,0.5
2,7,86,75,0.0,0.5
2,7,87,7,0.0,0.5
2,7,88,8,0.0,0.5
2,7,89,114,0.0,0.5
2,7,90,77,0.0,0.5
2,7,91,11,0.0,0.5
2,7,92,23,0.0,-0.5
2,7,93,13,0.0,0.5
2,7,94,14,0.0,0.5
2,7,95,126,0.0,0.5
2,7,96,39,0.0,0.5
2,7,97,49,0.0,0.5
2,7,98,50,0.0,0.5
2,7,99,6,0.0,-0.5
2,7,100,52,0.0,0.5
2,7,101,10,0.0,-0.5
2,7,102,83,0.0,0.5
2,7,103,55,0.0,0.5
2,7,104,56,0.0,0.5
2,7,105,18,0.0,-0.5
2,7,106,85,0.0,0.5
2,7,107,59,0.0,0.5
2,7,108,27,0.0,-0.5
2,7,109,61,0.0,0.5
2,7,110,62,0.0,0.5
2,7,111,30,0.0,-0.5
2,7,112,32,0.0,-0.5
2,7,113,34,0.0,-0.5
2,7,114,89,0.0,0.5
2,7,115,35,0.0,-0.5
2,7,116,29,0.0,-0.5
2,7,117,37,0.0,-0.5
2,7,118,38,0.0,-0.5
2,7,119,46,0.0,-0.5
2,7,120,63,0.0,0.5
2,7,121,41,0.0,-0.5
2,7,122,42,0.0,-0.5
2,7,123,54,0.0,-0.5
2,7,124,44,0.0,-0.5
2,7,125,58,0.0,-0.5
2,7,126,95,0.0,0.5
2,7,127,47,0.0,-0.5
2,8,0,17,-0.5,0.0
2,8,1,73,-0.5,0.0
2,8,2,74,-0.5,0.0
2,8,3,24,0.5,0.0
2,8,4,76,-0.5,0.0
2,8,5,40,0.5,0.0
2,8,6,83,0.5,0.0
2,8,7,79,-0.5,0.0
2,8,8,64,-0.5,0.0
2,8,9,72,0.5,0.0
2,8,10,85,0.5,0.0
2,8,11,67,-0.5,0.0
2,8,12,51,0.5,0.0
2,8,13,69,-0.5,0.0
2,8,14,70,-0.5,0.0
2,8,15,120,0.5,0.0
2,8,16,88,0.5,0.0
2,8,17,0,0.5,0.0
2,8,18,89,0.5,0.0
2,8,19,91,0.5,0.0
2,8,20,53,0.5,0.0
2,8,21,93,0.5,0.0
2,8,22,94,0.5,0.0
2,8,23,96,0.5,0.0
2,8,24,3,-0.5,0.0
2,8,25,81,0.5,0.0
2,8,26,82,0.5,0.0
2,8,27,48,0.5,0.0
2,8,28,84,0.5,0.0
2,8,29,80,0.5,0.0
2,8,30,95,0.5,0.0
2,8,31,87,0.5,0.0
2,8,32,104,0.5,0.0
2,8,33,68,-0.5,0.0
2,8,34,65,0.5,0.0
2,8,35,107,0.5,0.0
2,8,36,57,0.5,0.0
2,8,37,109,0.5,0.0
2,8,38,110,0.5,0.0
2,8,39,92,-0.5,0.0
2,8,40,5,-0.5,0.0
2,8,41,97,0.5,0.0
2,8,42,98,0.5,0.0
2,8,43,108,-0.5,0.0
2,8,44,100,0.5,0.0
2,8,45,116,-0.5,0.0
2,8,46,71,0.5,0.0
2,8,47,103,0.5,0.0
2,8,48,27,-0.5,0.0
2,8,49,121,-0.5,0.0
2,8,50,122,-0.5,0.0
2,8,51,12,-0.5,0.0
2,8,52,124,-0.5,0.0
2,8,53,20,-0.5,0.0
2,8,54,75,0.5,0.0
2,8,55,127,-0.5,0.0
2,8,56,112,-0.5,0.0
2,8,57,36,-0.5,0.0
2,8,58,77,0.5,0.0
2,8,59,115,-0.5,0.0
2,8,60,63,0.5,0.0
2,8,61,117,-0.5,0.0
2,8,62,118,-0.5,0.0
2,8,63,60,-0.5,0.0
2,8,64,8,0.5,0.0
2,8,65,34,-0.5,0.0
2,8,66,113,-0.5,0.0
2,8,67,11,0.5,0.0
2,8,68,33,0.5,0.0
2,8,69,13,0.5,0.0
2,8,70,14,0.5,0.0
2,8,71,46,-0.5,0.0
2,8,72,9,-0.5,0.0
2,8,73,1,0.5,0.0
2,8,74,2,0.5,0.0
2,8,75,54,-0.5,0.0
2,8,76,4,0.5,0.0
2,8,77,58,-0.5,0.0
2,8,78,119,-0.5,0.0
2,8,79,7,0.5,0.0
2,8,80,29,-0.5,0.0
2,8,81,25,-0.5,0.0
2,8,82,26,-0.5,0.0
2,8,83,6,-0.5,0.0
2,8,84,28,-0.5,0.0
2,8,85,10,-0.5,0.0
2,8,86,123,-0.5,0.0
2,8,87,31,-0.5,0.0
2,8,88,16,-0.5,0.0
2,8,89,18,-0.5,0.0
2,8,90,125,-0.5,0.0
2,8,91,19,-0.5,0.0
2,8,92,39,0.5,0.0
2,8,93,21,-0.5,0.0
2,8,94,22,-0.5,0.0
2,8,95,30,-0.5,0.0
2,8,96,23,-0.5,0.0
2,8,97,41,-0.5,0.0
2,8,98,42,-0.5,0.0
2,8,99,102,0.5,0.0
2,8,100,44,-0.5,0.0
2,8,101,106,0.5,0.0
2,8,102,99,-0.5,0.0
2,8,103,47,-0.5,0.0
2,8,104,32,-0.5,0.0
2,8,105,114,0.5,0.0
2,8,106,101,-0.5,0.0
2,8,107,35,-0.5,0.0
2,8,108,43,0.5,0.0
2,8,109,37,-0.5,0.0
2,8,110,38,-0.5,0.0
2,8,111,126,0.5,0.0
2,8,112,56,0.5,0.0
2,8,113,66,0.5,0.0
2,8,114,105,-0.5,0.0
2,8,115,59,0.5,0.0
2,8,116,45,0.5,0.0
2,8,117,61,0.5,0.0
2,8,118,62,0.5,0.0
2,8,119,78,0.5,0.0
2,8,120,15,-0.5,0.0
2,8,121,49,0.5,0.0
2,8,122,50,0.5,0.0
2,8,123,86,0.5,0.0
2,8,124,52,0.5,0.0
2,8,125,90,0.5,0.0
2,8,126,111,-0.5,0.0
2,8,127,55,0.5,0.0
2,9,0,17,0.0,0.5
2,9,1,73,0.0,0.5
2,9,2,74,0.0,0.5
2,9,3,24,0.0,-0.5
2,9,4,76,0.0,0.5
2,9,5,40,0.0,-0.5
2,9,6,83,0.0,-0.5
2,9,7,79,0.0,0.5
2,9,8,64,0.0,-0.5
2,9,9,72,0.0,-0.5
2,9,10,85,0.0,-0.5
2,9,11,67,0.0,-0.5
2,9,12,51,0.0,-0.5
2,9,13,69,0.0,-0.5
2,9,14,70,0.0,-0.5
2,9,15,120,0.0,-0.5
2,9,16,88,0.0,-0.5
2,9,17,0,0.0,0.5
2,9,18,89,0.0,-0.5
2,9,19,91,0.0,-0.5
2,9,20,53,0.0,-0.5
2,9,21,93,0.0,-0.5
2,9,22,94,0.0,-0.5
2,9,23,96,0.0,0.5
2,9,24,3,0.0,-0.5
2,9,25,81,0.0,0.5
2,9,26,82,0.0,0.5
2,9,27,48,0.0,0.5
2,9,28,84,0.0,0.5
2,9,29,80,0.0,0.5
2,9,30,95,0.0,-0.5
2,9,31,87,0.0,0.5
2,9,32,104,0.0,-0.5
2,9,33,68,0.0,0.5
2,9,34,65,0.0,0.5
2,9,35,107,0.0,-0.5
2,9,36,57,0.0,-0.5
2,9,37,109,0.0,-0.5
2,9,38,110,0.0,-0.5
2,9,39,92,0.0,0.5
2,9,40,5,0.0,-0.5
2,9,41,97,0.0,0.5
2,9,42,98,0.0,0.5
2,9,43,108,0.0,0.5
2,9,44,100,0.0,0.5
2,9,45,116,0.0,0.5
2,9,46,71,0.0,0.5
2,9,47,103,0.0,0.5
2,9,48,27,0.0,0.5
2,9,49,121,0.0,0.5
2,9,50,122,0.0,0.5
2,9,51,12,0.0,-0.5
2,9,52,124,0.0,0.5
2,9,53,20,0.0,-0.5
2,9,54,75,0.0,0.5
2,9,55,127,0.0,0.5
2,9,56,112,0.0,-0.5
2,9,57,36,0.0,-0.5
2,9,58,77,0.0,0.5
2,9,59,115,0.0,-0.5
2,9,60,63,0.0,-0.5
2,9,61,117,0.0,-0.5
2,9,62,118,0.0,-0.5
2,9,63,60,0.0,-0.5
2,9,64,8,0.0,-0.5
2,9,65,34,0.0,0.5
2,9,66,113,0.0,0.5
2,9,67,11,0.0,-0.5
2,9,68,33,0.0,0.5
2,9,69,13,0.0,-0.5
2,9,70,14,0.0,-0.5
2,9,71,46,0.0,0.5
2,9,72,9,0.0,-0.5
2,9,73,1,0.0,0.5
2,9,74,2,0.0,0.5
2,9,75,54,0.0,0.5
2,9,76,4,0.0,0.5
2,9,77,58,0.0,0.5
2,9,78,119,0.0,0.5
2,9,79,7,0.0,0.5
2,9,80,29,0.0,0.5
2,9,81,25,0.0,0.5
2,9,82,26,0.0,0.5
2,9,83,6,0.0,-0.5
2,9,84,28,0.0,0.5
2,9,85,10,0.0,-0.5
2,9,86,123,0.0,0.5
2,9,87,31,0.0,0.5
2,9,88,16,0.0,-0.5
2,9,89,18,0.0,-0.5
2,9,90,125,0.0,0.5
2,9,91,19,0.0,-0.5
2,9,92,39,0.0,0.5
2,9,93,21,0.0,-0.5
2,9,94,22,0.0,-0.5
2,9,95,30,0.0,-0.5
2,9,96,23,0.0,0.5
2,9,97,41,0.0,0.5
2,9,98,42,0.0,0.5
2,9,99,102,0.0,-0.5
2,9,100,44,0.0,0.5
2,9,101,106,0.0,-0.5
2,9,102,99,0.0,-0.5
2,9,103,47,0.0,0.5
2,9,104,32,0.0,-0.5
2,9,105,114,0.0,-0.5
2,9,106,101,0.0,-0.5
2,9,107,35,0.0,-0.5
2,9,108,43,0.0,0.5
2,9,109,37,0.0,-0.5
2,9,110,38,0.0,-0.5
2,9,111,126,0.0,-0.5
2,9,112,56,0.0,-0.5
2,9,113,66,0.0,0.5
2,9,114,105,0.0,-0.5
2,9,115,59,0.0,-0.5
2,9,116,45,0.0,0.5
2,9,117,61,0.0,-0.5
2,9,118,62,0.0,-0.5
2,9,119,78,0.0,0.5
2,9,120,15,0.0,-0.5
2,9,121,49,0.0,0.5
2,9,122,50,0.0,0.5
2,9,123,86,0.0,0.5
2,9,124,52,0.0,0.5
2,9,125,90,0.0,0.5
2,9,126,111,0.0,-0.5
2,9,127,55,0.0,0.5
2,10,0,9,-0.5,0.0
2,10,1,69,-0.5,0.0
2,10,2,70,-0.5,0.0
2,10,3,48,0.5,0.0
2,10,4,64,-0.5,0.0
2,10,5,80,0.5,0.0
2,10,6,75,0.5,0.0
2,10,7,67,-0.5,0.0
2,10,8,76,0.5,0.0
2,10,9,0,0.5,0.0
2,10,10,77,0.5,0.0
2,10,11,79,0.5,0.0
2,10,12,43,0.5,0.0
2,10,13,73,0.5,0.0
2,10,14,74,0.5,0.0
2,10,15,96,0.5,0.0
2,10,16,84,0.5,0.0
2,10,17,72,-0.5,0.0
2,10,18,65,0.5,0.0
2,10,19,87,0.5,0.0
2,10,20,45,0.5,0.0
2,10,21,81,0.5,0.0
2,10,22,82,0.5,0.0
2,10,23,120,-0.5,0.0
2,10,24,27,0.5,0.0
2,10,25,93,-0.5,0.0
2,10,26,94,-0.5,0.0
2,10,27,24,-0.5,0.0
2,10,28,88,-0.5,0.0
2,10,29,40,-0.5,0.0
2,10,30,71,0.5,0.0
2,10,31,91,-0.5,0.0
2,10,32,100,0.5,0.0
2,10,33,36,-0.5,0.0
2,10,34,89,-0.5,0.0
2,10,35,103,0.5,0.0
2,10,36,33,0.5,0.0
2,10,37,97,0.5,0.0
2,10,38,98,0.5,0.0
2,10,39,60,-0.5,0.0
2,10,40,29,0.5,0.0
2,10,41,109,-0.5,0.0
2,10,42,110,-0.5,0.0
2,10,43,12,-0.5,0.0
2,10,44,104,-0.5,0.0
2,10,45,20,-0.5,0.0
2,10,46,95,-0.5,0.0
2,10,47,107,-0.5,0.0
2,10,48,3,-0.5,0.0
2,10,49,117,-0.5,0.0
2,10,50,118,-0.5,0.0
2,10,51,108,0.5,0.0
2,10,52,112,-0.5,0.0
2,10,53,116,0.5,0.0
2,10,54,83,-0.5,0.0
2,10,55,115,-0.5,0.0
2,10,56,124,0.5,0.0
2,10,57,68,0.5,0.0
2,10,58,85,-0.5,0.0
2,10,59,127,0.5,0.0
2,10,60,39,0.5,0.0
2,10,61,121,0.5,0.0
2,10,62,122,0.5,0.0
2,10,63,92,0.5,0.0
2,10,64,4,0.5,0.0
2,10,65,18,-0.5,0.0
2,10,66,105,-0.5,0.0
2,10,67,7,0.5,0.0
2,10,68,57,-0.5,0.0
2,10,69,1,0.5,0.0
2,10,70,2,0.5,0.0
2,10,71,30,-0.5,0.0
2,10,72,17,0.5,0.0
2,10,73,13,-0.5,0.0
2,10,74,14,-0.5,0.0
2,10,75,6,-0.5,0.0
2,10,76,8,-0.5,0.0
2,10,77,10,-0.5,0.0
2,10,78,111,-0.5,0.0
2,10,79,11,-0.5,0.0
2,10,80,5,-0.5,0.0
2,10,81,21,-0.5,0.0
2,10,82,22,-0.5,0.0
2,10,83,54,0.5,0.0
2,10,84,16,-0.5,0.0
2,10,85,58,0.5,0.0
2,10,86,99,-0.5,0.0
2,10,87,19,-0.5,0.0
2,10,88,28,0.5,0.0
2,10,89,34,0.5,0.0
2,10,90,101,-0.5,0.0
2,10,91,31,0.5,0.0
2,10,92,63,-0.5,0.0
2,10,93,25,0.5,0.0
2,10,94,26,0.5,0.0
2,10,95,46,0.5,0.0
2,10,96,15,-0.5,0.0
2,10,97,37,-0.5,0.0
2,10,98,38,-0.5,0.0
2,10,99,86,0.5,0.0
2,10,100,32,-0.5,0.0
2,10,101,90,0.5,0.0
2,10,102,123,0.5,0.0
2,10,103,35,-0.5,0.0
2,10,104,44,0.5,0.0
2,10,105,66,0.5,0.0
2,10,106,125,0.5,0.0
