A,B,row,col,re,im
0,4,122,53,-0.5,0.0
0,4,123,93,0.5,0.0
0,4,124,57,-0.5,0.0
0,4,125,94,0.5,0.0
0,4,126,31,-0.5,0.0
0,4,127,63,-0.5,0.0
0,5,0,32,0.0,0.5
0,5,1,6,0.0,-0.5
0,5,2,10,0.0,-0.5
0,5,3,97,0.0,-0.5
0,5,4,18,0.0,-0.5
0,5,5,98,0.0,-0.5
0,5,6,1,0.0,-0.5
0,5,7,30,0.0,-0.5
0,5,8,34,0.0,-0.5
0,5,9,100,0.0,-0.5
0,5,10,2,0.0,-0.5
0,5,11,46,0.0,-0.5
0,5,12,49,0.0,0.5
0,5,13,54,0.0,-0.5
0,5,14,58,0.0,-0.5
0,5,15,103,0.0,-0.5
0,5,16,66,0.0,-0.5
0,5,17,104,0.0,-0.5
0,5,18,4,0.0,-0.5
0,5,19,78,0.0,-0.5
0,5,20,50,0.0,0.5
0,5,21,86,0.0,-0.5
0,5,22,90,0.0,-0.5
0,5,23,107,0.0,-0.5
0,5,24,41,0.0,0.5
0,5,25,102,0.0,-0.5
0,5,26,106,0.0,-0.5
0,5,27,109,0.0,-0.5
0,5,28,114,0.0,-0.5
0,5,29,110,0.0,-0.5
0,5,30,7,0.0,-0.5
0,5,31,126,0.0,-0.5
0,5,32,0,0.0,0.5
0,5,33,112,0.0,-0.5
0,5,34,8,0.0,-0.5
0,5,35,96,0.0,0.5
0,5,36,52,0.0,0.5
0,5,37,48,0.0,0.5
0,5,38,80,0.0,0.5
0,5,39,115,0.0,-0.5
0,5,40,42,0.0,0.5
0,5,41,24,0.0,0.5
0,5,42,40,0.0,0.5
0,5,43,117,0.0,-0.5
0,5,44,72,0.0,0.5
0,5,45,118,0.0,-0.5
0,5,46,11,0.0,-0.5
0,5,47,120,0.0,0.5
0,5,48,37,0.0,0.5
0,5,49,12,0.0,0.5
0,5,50,20,0.0,0.5
0,5,51,121,0.0,-0.5
0,5,52,36,0.0,0.5
0,5,53,122,0.0,-0.5
0,5,54,13,0.0,-0.5
0,5,55,60,0.0,0.5
0,5,56,68,0.0,0.5
0,5,57,124,0.0,-0.5
0,5,58,14,0.0,-0.5
0,5,59,92,0.0,0.5
0,5,60,55,0.0,0.5
0,5,61,108,0.0,0.5
0,5,62,116,0.0,0.5
0,5,63,127,0.0,-0.5
0,5,64,65,0.0,0.5
0,5,65,64,0.0,0.5
0,5,66,16,0.0,-0.5
0,5,67,71,0.0,0.5
0,5,68,56,0.0,0.5
0,5,69,75,0.0,0.5
0,5,70,77,0.0,0.5
0,5,71,67,0.0,0.5
0,5,72,44,0.0,0.5
0,5,73,83,0.0,0.5
0,5,74,85,0.0,0.5
0,5,75,69,0.0,0.5
0,5,76,89,0.0,0.5
0,5,77,70,0.0,0.5
0,5,78,19,0.0,-0.5
0,5,79,95,0.0,0.5
0,5,80,38,0.0,0.5
0,5,81,99,0.0,0.5
0,5,82,101,0.0,0.5
0,5,83,73,0.0,0.5
0,5,84,105,0.0,0.5
0,5,85,74,0.0,0.5
0,5,86,21,0.0,-0.5
0,5,87,111,0.0,0.5
0,5,88,113,0.0,0.5
0,5,89,76,0.0,0.5
0,5,90,22,0.0,-0.5
0,5,91,119,0.0,0.5
0,5,92,59,0.0,0.5
0,5,93,123,0.0,0.5
0,5,94,125,0.0,0.5
0,5,95,79,0.0,0.5
0,5,96,35,0.0,0.5
0,5,97,3,0.0,-0.5
0,5,98,5,0.0,-0.5
0,5,99,81,0.0,0.5
0,5,100,9,0.0,-0.5
0,5,101,82,0.0,0.5
0,5,102,25,0.0,-0.5
0,5,103,15,0.0,-0.5
0,5,104,17,0.0,-0.5
0,5,105,84,0.0,0.5
0,5,106,26,0.0,-0.5
0,5,107,23,0.0,-0.5
0,5,108,61,0.0,0.5
0,5,109,27,0.0,-0.5
0,5,110,29,0.0,-0.5
0,5,111,87,0.0,0.5
0,5,112,33,0.0,-0.5
0,5,113,88,0.0,0.5
0,5,114,28,0.0,-0.5
0,5,115,39,0.0,-0.5
0,5,116,62,0.0,0.5
0,5,117,43,0.0,-0.5
0,5,118,45,0.0,-0.5
0,5,119,91,0.0,0.5
0,5,120,47,0.0,0.5
0,5,121,51,0.0,-0.5
0,5,122,53,0.0,-0.5
0,5,123,93,0.0,0.5
0,5,124,57,0.0,-0.5
0,5,125,94,0.0,0.5
0,5,126,31,0.0,-0.5
0,5,127,63,0.0,-0.5
0,6,0,16,-0.5,0.0
0,6,1,12,0.5,0.0
0,6,2,20,0.5,0.0
0,6,3,81,0.5,0.0
0,6,4,36,0.5,0.0
0,6,5,82,0.5,0.0
0,6,6,49,0.5,0.0
0,6,7,60,0.5,0.0
0,6,8,68,0.5,0.0
0,6,9,84,0.5,0.0
0,6,10,50,0.5,0.0
0,6,11,92,0.5,0.0
0,6,12,1,-0.5,0.0
0,6,13,108,0.5,0.0
0,6,14,116,0.5,0.0
0,6,15,87,0.5,0.0
0,6,16,0,0.5,0.0
0,6,17,88,0.5,0.0
0,6,18,52,0.5,0.0
0,6,19,96,0.5,0.0
0,6,20,2,-0.5,0.0
0,6,21,48,0.5,0.0
0,6,22,80,0.5,0.0
0,6,23,91,0.5,0.0
0,6,24,25,-0.5,0.0
0,6,25,24,0.5,0.0
0,6,26,40,0.5,0.0
0,6,27,93,0.5,0.0
0,6,28,72,0.5,0.0
0,6,29,94,0.5,0.0
0,6,30,55,0.5,0.0
0,6,31,120,0.5,0.0
0,6,32,66,-0.5,0.0
0,6,33,64,0.5,0.0
0,6,34,56,0.5,0.0
0,6,35,78,-0.5,0.0
0,6,36,4,-0.5,0.0
0,6,37,86,-0.5,0.0
0,6,38,90,-0.5,0.0
0,6,39,67,0.5,0.0
0,6,40,26,-0.5,0.0
0,6,41,102,-0.5,0.0
0,6,42,106,-0.5,0.0
0,6,43,69,0.5,0.0
0,6,44,114,-0.5,0.0
0,6,45,70,0.5,0.0
0,6,46,59,0.5,0.0
0,6,47,126,-0.5,0.0
0,6,48,21,-0.5,0.0
0,6,49,6,-0.5,0.0
0,6,50,10,-0.5,0.0
0,6,51,73,0.5,0.0
0,6,52,18,-0.5,0.0
0,6,53,74,0.5,0.0
0,6,54,61,0.5,0.0
0,6,55,30,-0.5,0.0
0,6,56,34,-0.5,0.0
0,6,57,76,0.5,0.0
0,6,58,62,0.5,0.0
0,6,59,46,-0.5,0.0
0,6,60,7,-0.5,0.0
0,6,61,54,-0.5,0.0
0,6,62,58,-0.5,0.0
0,6,63,79,0.5,0.0
0,6,64,33,-0.5,0.0
0,6,65,112,-0.5,0.0
0,6,66,32,0.5,0.0
0,6,67,39,-0.5,0.0
0,6,68,8,-0.5,0.0
0,6,69,43,-0.5,0.0
0,6,70,45,-0.5,0.0
0,6,71,115,-0.5,0.0
0,6,72,28,-0.5,0.0
0,6,73,51,-0.5,0.0
0,6,74,53,-0.5,0.0
0,6,75,117,-0.5,0.0
0,6,76,57,-0.5,0.0
0,6,77,118,-0.5,0.0
0,6,78,35,0.5,0.0
0,6,79,63,-0.5,0.0
0,6,80,22,-0.5,0.0
0,6,81,3,-0.5,0.0
0,6,82,5,-0.5,0.0
0,6,83,121,-0.5,0.0
0,6,84,9,-0.5,0.0
0,6,85,122,-0.5,0.0
0,6,86,37,0.5,0.0
0,6,87,15,-0.5,0.0
0,6,88,17,-0.5,0.0
0,6,89,124,-0.5,0.0
0,6,90,38,0.5,0.0
0,6,91,23,-0.5,0.0
0,6,92,11,-0.5,0.0
0,6,93,27,-0.5,0.0
0,6,94,29,-0.5,0.0
0,6,95,127,-0.5,0.0
0,6,96,19,-0.5,0.0
0,6,97,99,0.5,0.0
0,6,98,101,0.5,0.0
0,6,99,97,-0.5,0.0
0,6,100,105,0.5,0.0
0,6,101,98,-0.5,0.0
0,6,102,41,0.5,0.0
0,6,103,111,0.5,0.0
0,6,104,113,0.5,0.0
0,6,105,100,-0.5,0.0
0,6,106,42,0.5,0.0
0,6,107,119,0.5,0.0
0,6,108,13,-0.5,0.0
0,6,109,123,0.5,0.0
0,6,110,125,0.5,0.0
0,6,111,103,-0.5,0.0
0,6,112,65,0.5,0.0
0,6,113,104,-0.5,0.0
0,6,114,44,0.5,0.0
0,6,115,71,0.5,0.0
0,6,116,14,-0.5,0.0
0,6,117,75,0.5,0.0
0,6,118,77,0.5,0.0
0,6,119,107,-0.5,0.0
0,6,120,31,-0.5,0.0
0,6,121,83,0.5,0.0
0,6,122,85,0.5,0.0
0,6,123,109,-0.5,0.0
0,6,124,89,0.5,0.0
0,6,125,110,-0.5,0.0
0,6,126,47,0.5,0.0
0,6,127,95,0.5,0.0
0,7,0,16,0.0,0.5
0,7,1,12,0.0,-0.5
0,7,2,20,0.0,-0.5
0,7,3,81,0.0,-0.5
0,7,4,36,0.0,-0.5
0,7,5,82,0.0,-0.5
0,7,6,49,0.0,-0.5
0,7,7,60,0.0,-0.5
0,7,8,68,0.0,-0.5
0,7,9,84,0.0,-0.5
0,7,10,50,0.0,-0.5
0,7,11,92,0.0,-0.5
0,7,12,1,0.0,-0.5
0,7,13,108,0.0,-0.5
0,7,14,116,0.0,-0.5
0,7,15,87,0.0,-0.5
0,7,16,0,0.0,0.5
0,7,17,88,0.0,-0.5
0,7,18,52,0.0,-0.5
0,7,19,96,0.0,0.5
0,7,20,2,0.0,-0.5
0,7,21,48,0.0,0.5
0,7,22,80,0.0,0.5
0,7,23,91,0.0,-0.5
0,7,24,25,0.0,0.5
0,7,25,24,0.0,0.5
0,7,26,40,0.0,0.5
0,7,27,93,0.0,-0.5
0,7,28,72,0.0,0.5
0,7,29,94,0.0,-0.5
0,7,30,55,0.0,-0.5
0,7,31,120,0.0,0.5
0,7,32,66,0.0,0.5
0,7,33,64,0.0,0.5
0,7,34,56,0.0,-0.5
0,7,35,78,0.0,0.5
0,7,36,4,0.0,-0.5
0,7,37,86,0.0,0.5
0,7,38,90,0.0,0.5
0,7,39,67,0.0,0.5
0,7,40,26,0.0,0.5
0,7,41,102,0.0,0.5
0,7,42,106,0.0,0.5
0,7,43,69,0.0,0.5
0,7,44,114,0.0,0.5
0,7,45,70,0.0,0.5
0,7,46,59,0.0,-0.5
0,7,47,126,0.0,0.5
0,7,48,21,0.0,0.5
0,7,49,6,0.0,-0.5
0,7,50,10,0.0,-0.5
0,7,51,73,0.0,0.5
0,7,52,18,0.0,-0.5
0,7,53,74,0.0,0.5
0,7,54,61,0.0,-0.5
0,7,55,30,0.0,-0.5
0,7,56,34,0.0,-0.5
0,7,57,76,0.0,0.5
0,7,58,62,0.0,-0.5
0,7,59,46,0.0,-0.5
0,7,60,7,0.0,-0.5
0,7,61,54,0.0,-0.5
0,7,62,58,0.0,-0.5
0,7,63,79,0.0,0.5
0,7,64,33,0.0,0.5
0,7,65,112,0.0,0.5
0,7,66,32,0.0,0.5
0,7,67,39,0.0,0.5
0,7,68,8,0.0,-0.5
0,7,69,43,0.0,0.5
0,7,70,45,0.0,0.5
0,7,71,115,0.0,0.5
0,7,72,28,0.0,0.5
0,7,73,51,0.0,0.5
0,7,74,53,0.0,0.5
0,7,75,117,0.0,0.5
0,7,76,57,0.0,0.5
0,7,77,118,0.0,0.5
